property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
"2 Bhk Apartment For Sale In Coral Heights, Vesu Canal Road Surat",Super Area,1246 sqft,Resale,Ready To Move,5 Out Of 12,Unfurnished,East,Bhatar Main Road Touch,3291.0,₹41 Lac 
1 Bhk Apartment For Sale In Jahangirabad Surat,Super Area,685 sqft,New Property,Ready To Move,7 Out Of 12,Unfurnished,East,1 Bhk Flat For Sell In Jahangirabad Area With Attactive Price Including Dastavej Price.Read More,3628.0,₹24.9 Lac 
3 Bhk Apartment For Sale In Palanpur Surat,Super Area,1500 sqft,Resale,Ready To Move,2 Out Of 11,Unfurnished,West,3 Bhk Flat For Sell In Palanpur Prime Area With All Aminities.,2933.0,₹44 Lac 
"2 Bhk Apartment For Sale In Orchid Fantasia, Palanpur Surat",Super Area,1250 sqft,New Property,Poss. By Jul '24,5 Out Of 14,Unfurnished,East,Not Available,3600.0,₹45 Lac 
1 Bhk Apartment For Sale In Palanpur Surat,Super Area,997 sqft,Resale,Ready To Move,7 Out Of 13,Semi-Furnished,East,Not Available,2508.0,₹25 Lac 
"2 Bhk Apartment For Sale In Vaishnodevi Kingswood, Jahangirabad Surat",Super Area,1335 sqft,New Property,Poss. By Dec '24,5 Out Of 13,Unfurnished,East,"Vaisnavdevi Group Progeect, Near Dmart  Big Size 2Bhk Flats",3199.0,₹42.7 Lac 
2 Bhk Apartment For Sale In Lp Savani Surat,Super Area,950 sqft,Resale,Ready To Move,2 Out Of 5,Semi-Furnished,East,2 Bhk Flat For Sell In Adajan Prime Area .,3684.0,₹35 Lac 
1 Bhk Apartment For Sale In Palanpur Surat,Carpet Area,500 sqft,Resale,Ready To Move,4 Out Of 5,Semi-Furnished,East,"Its A Semi Furnished 1 Bhk Flat, Nr. Palanpur Canal Road,",3241.0,₹23.5 Lac 
1 Bhk Apartment For Sale In Adajan Surat,Super Area,980 sqft,Resale,Ready To Move,4 Out Of 12,Unfurnished,South -West,1 Bhk Luxurious Flat For Sell In Adajan Prime Area,2551.0,₹25 Lac 
Plot/Land For Sale In Nature Villa Surat,Plot Area,810 sqft,2,Freehold,Resale,2,7 M,Residential Plot Is Available For Sale. It Is A Good Location Property. Please Contact For More Details.Read More,1481.0,₹12 Lac 
"2 Bhk Apartment For Sale In Nakshatra Embassy, Palanpur Surat",Carpet Area,1000 sqft,Resale,Ready To Move,5 Out Of 13,Unfurnished,South -West,2 Bhk Flat Sell In Gavrav Path Road Tp 10 Pal Surat Good Quality Property Good Location Good Localityread More,3652.0,₹45.5 Lac 
"2 Bhk Apartment For Sale In Vaishnodevi Amour Jahagirabad, Jahangirabad Surat",Carpet Area,570 sqft,Resale,Ready To Move,3 Out Of 14,Unfurnished,East,2 Bhk Flat New Building Un Used Flat.,3691.0,₹46.5 Lac 
"1 Bhk Apartment For Sale In Orchid Infinity, Palan Pur Patiya Surat",Super Area,690 sqft,Resale,Ready To Move,2 Out Of 7,Semi-Furnished,South -West,Luxurious Flat For Sell In Surat Prime Location With All Aminities.Read More,3696.0,₹25.5 Lac 
2 Bhk Apartment For Sale In Dindoli Surat,Carpet Area,582 sqft,New Property,Ready To Move,2 Out Of 10,Unfurnished,West,"Luxury Project With Basement Parking, Solar Rooftop, Gym, Build With Advanced Machinery And Standard Materials That Last Long. Best Project For Under Construction Scheme For A Happy Family Life.Read More",2891.0,₹30.6 Lac 
"2 Bhk Apartment For Sale In Shiv Samarth 1, Pal Gam Surat",Super Area,1127 sqft,New Property,Ready To Move,6 Out Of 19,Unfurnished,East,"This Affordable 2 Bhk Flat Is Situated Along A 200Foot Road, Ensuring Easy Access And Connectivity. Enjoy The Convenience Of A Prime Location At A Budgetfriendly Price.Read More",3851.0,₹43.4 Lac 
"3 Bhk Apartment For Sale In Kelly La Maison, Vanakala Surat",Super Area,1533 sqft,New Property,Ready To Move,5 Out Of 13,Unfurnished,East,2 And 3 Bhk Luxurious Flat For Sale In Jahangirabad Area With All Aminities.With Plc Priceread More,2740.0,₹42 Lac 
"2 Bhk Apartment For Sale In Anand Aspire, Jahangirabad Surat",Super Area,1305 sqft,Unfurnished,Poss. By Dec '25,New Property,Anand Aspire,2,"Multistorey Apartment For Sale In Jahangirabad, Surat. Covered Area Is 1305.0  Sq-Ft. This Property Belongs To ""Anand Aspire"" .Read More",3411.0,₹44.5 Lac 
2 Bhk Villa For Sale In Dindoli Surat,Carpet Area,1064 sqft,Unfurnished,Poss. By Oct '24,New Property,East,"Garden/Park, Main Road",Elevation,4697.5,₹42 Lac 
Plot/Land For Sale In Dandi Road Surat,Plot Area,798 sqft,New Property,38 X 21,Co-Operative Society,3,2,"Planning To Build Residence In Surat This Plot In Vankala Is The Best Deal For You. It Spans Over Spectacular 89 Sq.Yd. Super Built Up Area. Ownership Of This Property Provides You Entitlement To Construct Upto 2 Floor. The Boundary Wall Is Already Build Around The Plot. To Build The Residence, Possession Is Ready. The Property Belongs To Owner Through Cooperative Society Ownership. This Residential Plot Is All Yours For  38.71 Lac. Its A East Facing Plot.Read More",4851.0,₹38.7 Lac 
2 Bhk Apartment For Sale In Jahangirabad Surat,Carpet Area,700 sqft,New Property,Ready To Move,4 Out Of 12,Unfurnished,East,Best Affordable Flats Nr Dmart Canal Road.,3361.0,₹40 Lac 
2 Bhk Apartment For Sale In Jahangirabad Surat,Carpet Area,732 sqft,New Property,Ready To Move,6 Out Of 13,Unfurnished,East,Luxurious Flat For Sell In Jahangirabad Prime Area With All Aminities.For More Details Please Contact.Read More,3300.0,₹44 Lac 
2 Bhk Apartment For Sale In Dindoli Surat,Super Area,1145 sqft,New Property,Poss. By Jan '25,3 Out Of 7,Unfurnished,North - East,Allotted Parking And Tarrace Garden,2620.0,₹30 Lac 
2 Bhk Apartment For Sale In Bhesan Gam Surat,Carpet Area,635 sqft,New Property,Ready To Move,7 Out Of 13,Unfurnished,East,This Is 2 Bhk Newly Constructed Flat For Sale.,3377.0,₹39 Lac 
2 Bhk Builder Floor For Sale In Althan Surat,Carpet Area,640 sqft,Unfurnished,Ready To Move,New Property,East,Main Road,"Unique In Every Aspect Of Quality, Luxury, Design  Location.All Flat Entry As Per Vastu.2 And 3 Side Open Flats.Read More",3985.0,₹44 Lac 
"2 Bhk Apartment For Sale In Aagam Prestige, Magdalla Surat",Super Area,1156 sqft,New Property,Ready To Move,9 Out Of 13,Unfurnished,South -West,100 Percentage Cheque Payment....2 Tower Projectgood Locationaffordable Flatmorden Amenitiesno Any Other Chargesread More,4109.0,₹47.5 Lac 
3 Bhk Villa For Sale In Masma Village Surat,Carpet Area,1440 sqft,Unfurnished,Poss. By Oct '24,New Property,East,Freehold,"Main Road Touch Project, Good Construction Quality With Full Of Amenities.Read More",2303.0,₹33.2 Lac 
"2 Bhk Apartment For Sale In Devshree Benito, Jahangir Pura Surat",Super Area,1250 sqft,Resale,Ready To Move,8 Out Of 13,Unfurnished,East,2 Bhk Flat For Sell Near New Dmart Area .,3360.0,₹42 Lac 
"2 Bhk Apartment For Sale In Jt Jt Stuti Icon, Adajan Surat",Super Area,1256 sqft,Resale,Ready To Move,8 Out Of 13,Semi-Furnished,North - East,"2 Bhk Flat For Rent, It Is A Superb Property And Offers An Excellent View. The Flat Is Semi Furnished With Multiple Amenities And Promises A Comfortable Stay. Indeed, The Society Too Has For Enjoyment, Such As Club Housecommunity Center, Fitness Centregym, And Security Personnel Etc, Other Facilities Include Intercom Facility, Lift  And Park Etc.Read More",2727.0,₹34.3 Lac 
"2 Bhk Apartment For Sale In Siddhi Vinayak Elements, Jahangirabad Surat",Super Area,1278 sqft,Unfurnished,2 Out Of 13,Resale,East,Garden/Park,"No Brokerage On This Property. A 2Bhk Flat For Sale In A Luxurious High Rise Apartment With The Facilities Available Like Garden, Children Play  Area, Gym, Net Cricket,  Banquet Hall, 2 Automatic Auto Door Lifts Etcread More",3861.0,₹49.3 Lac 
"2 Bhk Apartment For Sale In Swicon Wings, Jahangirabad Surat",Super Area,1170 sqft,Resale,Ready To Move,6 Out Of 13,Unfurnished,East,Luxurious Flat For Sell In Surat City Prime Area With All Aminities.Read More,3350.0,₹39.2 Lac 
"2 Bhk Apartment For Sale In Nakshatra Nebula, Jahangirabad Surat",Super Area,1219 sqft,Resale,Ready To Move,6 Out Of 13,Unfurnished,East,2 Bhk Flat For Sell In Jahangirabad Area With All Aminities .,3600.0,₹43.9 Lac 
"2 Bhk Apartment For Sale In Sangini Swaraj, Jahangir Pura Surat",Carpet Area,1135 sqft,Resale,Ready To Move,1 Out Of 13,Semi-Furnished,East,Multistorey Apartment Is Available For Sale. It Is A Good Location Property. Please Contact For More Details.Read More,4697.5,₹35 Lac 
1 Bhk Apartment For Sale In Palanpur Surat,Super Area,997 sqft,Resale,Ready To Move,7 Out Of 13,Semi-Furnished,East,1 Bhk Fully Furnished Flat For Sell In Palanpur Prime Area With All Aminities.Read More,2859.0,₹28.5 Lac 
2 Bhk Apartment For Sale In Lp Savani Surat,Super Area,950 sqft,Resale,Ready To Move,2 Out Of 5,Semi-Furnished,East,2 Bhk Flat For Sell In Adajan Prime Area With All Facility .,3706.0,₹35.2 Lac 
3 Bhk  House For Sale In Narthan Surat,Carpet Area,1500 sqft,New Property,Ready To Move,Ground Out Of 2,Unfurnished,East,"Its A 3 Bhk Residential House Wil All Luxurious Amenities. Like Club House, Swimming Pool, Gym, Garden, Children Play Area, Theater, Disco, Etc...Read More",2941.0,₹44.1 Lac 
2 Bhk Apartment For Sale In Palanpur Surat,Super Area,1200 sqft,Resale,Ready To Move,6 Out Of 13,Furnished,East,2 Bhk Fully Furnished Flat For Sell  In Palanpur Prime Area.,3417.0,₹41 Lac 
Plot/Land For Sale In Shankar Surat,Plot Area,981 sqft,Resale,135 X 75,Freehold,3,2,Best For Residence,4281.0,₹42 Lac 
"2 Bhk Apartment For Sale In Shiv Samarth 1, Pal Gam Surat",Carpet Area,900 sqft,Resale,Ready To Move,9 Out Of 19,Unfurnished,South -West,2Bhk Flate In Pal Fully Luxurious Amenities Good Property In Pal Canl Main Road Touch Property Best For Investment Property Marketread More,4034.0,₹46.5 Lac 
"3 Bhk Apartment For Sale In Penttagon, Palanpur Gam Surat",Super Area,1385 sqft,New Property,Ready To Move,8 Out Of 13,Unfurnished,East,This Property Has 2 And 3 Bhk Apartment.,3466.0,₹48 Lac 
2 Bhk Apartment For Sale In Dindoli Surat,Carpet Area,600 sqft,New Property,Ready To Move,4 Out Of 10,Unfurnished,East,"Luxury Project With Basement Parking, Solar Rooftop, Gym, Build With Advanced Machinery And Standard Materials That Last Long. Best Project For Under Construction Scheme For A Happy Family Life.Read More",2896.0,₹31.6 Lac 
"2 Bhk Apartment For Sale In Swicon Wings, Jahangirabad Surat",Super Area,1190 sqft,New Property,Ready To Move,6 Out Of 13,Unfurnished,East,Affordable 2Bhk Flat Available,3450.0,₹41.1 Lac 
"2 Bhk Apartment For Sale In Anand Aspire, Jahangirabad Surat",Super Area,1315 sqft,Unfurnished,Poss. By Dec '25,New Property,Anand Aspire,2,"Multistorey Apartment For Sale In Jahangirabad, Surat. Covered Area Is 1315.0  Sq-Ft. This Property Belongs To ""Anand Aspire"" .Read More",3411.0,₹44.9 Lac 
2 Bhk  House For Sale In Dindoli Surat,Carpet Area,864 sqft,Unfurnished,Poss. By Aug '24,New Property,East,Garden/Park,Price,4697.5,₹24 Lac 
3 Bhk  House For Sale In Masma Village Surat,Carpet Area,1090 sqft,New Property,Poss. By Jun '25,Ground Out Of 1,Unfurnished,East,Best Residential Property With Fully Loaded Amenities At Olpad Road. Best 3 Road Project With Best Return On Investmentread More,2983.0,₹32.5 Lac 
1 Bhk Apartment For Sale In Palanpur Gam Surat,Carpet Area,420 sqft,New Property,Ready To Move,8 Out Of 10,Unfurnished,South -West,Premium 1Bhk Flat Nr Lp Savani School With All Luxurious Amenities.Read More,3600.0,₹25.9 Lac 
2 Bhk Apartment For Sale In Jahangir Pura Surat,Carpet Area,704 sqft,New Property,Ready To Move,7 Out Of 14,Unfurnished,South -West,Luxurious Flat For Sell In Jahangirabad Prime Area With All Aminities.For More Details Please Contact.Read More,3164.0,₹40.5 Lac 
3 Bhk Apartment For Sale In Dindoli Surat,Super Area,1645 sqft,New Property,Poss. By Jan '25,5 Out Of 11,Unfurnished,North - East,Near Flower Garden 3Bhk Flats For Sell,2650.0,₹43.6 Lac 
2 Bhk Apartment For Sale In Jahangirabad Surat,Carpet Area,747 sqft,Resale,Ready To Move,4 Out Of 5,Semi-Furnished,East,This Is 2 Bhk Semi Furnished Flat For Sale. It Is Low Rise Bulding.Read More,2696.0,₹31 Lac 
2 Bhk Apartment For Sale In Jahangirabad Surat,Carpet Area,700 sqft,Unfurnished,Ready To Move,New Property,East,Main Road,One Place For Your Staying Living.,3551.0,₹42.3 Lac 
"2 Bhk Apartment For Sale In Sumerru Sky Leaf, Palanpur Surat",Super Area,1204 sqft,New Property,Poss. By Dec '24,5 Out Of 14,Unfurnished,South -West,"2 Bhk And 3Bhk Project In Palanpur.2 Bhk 1204 And 1335 Sq Ft.3 Bhk 1757, 1864 And 1986 Sq Ft.All Mordern Amenities.Read More",3650.0,₹44 Lac 
2 Bhk Villa For Sale In Masma Village Surat,Carpet Area,864 sqft,Semi-Furnished,Poss. By Jul '24,New Property,East,Freehold,Road Touch Project With Good Construction Quality  Full Of Amenities.Read More,2929.0,₹25.3 Lac 
"2 Bhk Apartment For Sale In Green Tulip, Jahangirabad Surat",Carpet Area,1170 sqft,Resale,Ready To Move,8 Out Of 13,Unfurnished,East,2 Bhk Luxurious Flat For Sell In Jahangirabad Area.,4697.5,₹39 Lac 
"2 Bhk Apartment For Sale In The Capital, Palanpur Surat",Super Area,1190 sqft,Resale,Ready To Move,5 Out Of 14,Semi-Furnished,North,"2 Bhk Flat For Rent, It Is A Superb Property And Offers An Excellent View. The Flat Is Semi Furnished With Multiple Amenities And Promises A Comfortable Stay. Indeed, The Society Too Has For Enjoyment, Such As Club Housecommunity Center, Fitness Centregym, And Security Personnel Etc, Other Facilities Include Intercom Facility, Lift  And Park Etc.Read More",3950.0,₹47 Lac 
"2 Bhk Apartment For Sale In Ramaa Residency, Jahangirabad Surat",Super Area,1178 sqft,New Property,Poss. By Jul '24,5 Out Of 14,Unfurnished,East,"No Brokerage On This Property. Ramaa Residency Is A Luxurious High Rise Apartment. The Building Also Has The Facilities Like Garden, Children Play Area, Sitting Area, Party Lawn, Banquet Hall, Jogging Track Etc.Read More",3065.0,₹36.1 Lac 
"1 Bhk Apartment For Sale In Swicon Wings, Jahangirabad Surat",Super Area,735 sqft,New Property,Poss. By Dec '24,6 Out Of 13,Unfurnished,East,Luxurious Flat For Sell In Surat City Prime Area With All Aminities.Read More,3500.0,₹25.7 Lac 
"2 Bhk Apartment For Sale In Nakshatra Nebula, Jahangirabad Surat",Carpet Area,707 sqft,Resale,Ready To Move,6 Out Of 13,Unfurnished,East,Not Available,3602.0,₹43.9 Lac 
"2 Bhk Apartment For Sale In Rajhans Apple, Palanpur Gam Surat",Super Area,1150 sqft,Resale,Ready To Move,4 Out Of 5,Semi-Furnished,East,Not Available,3478.0,₹40 Lac 
2 Bhk Apartment For Sale In Rander Road Surat,Carpet Area,1200 sqft,Resale,Ready To Move,1 Out Of 11,Semi-Furnished,East,"2 Bhk Flat For Sale, Best Location. Please Contact For More Details.Read More",4697.5,₹40 Lac 
Plot/Land For Sale In Jahangir Pura Surat,Plot Area,760 sqft,New Property,38 X 20,Freehold,3,2,Residential Open Plot In A Gated Society.,6000.0,₹45.6 Lac 
2 Bhk Apartment For Sale In Jahangirabad Surat,Super Area,1150 sqft,Resale,Ready To Move,5 Out Of 13,Furnished,East,2 Bhk Fully Furnished Flat For Sell In Jahangirabad Area.,3130.0,₹36 Lac 
Office Space For Sale In Citylight Area Surat,Super Area,496 sqft,Resale,Ready To Move,1 Out Of 6,1,Unknown,"Furnished Office, Posh Area In Surat",10081.0,₹50 Lac 
"2 Bhk Apartment For Sale In Green Paradise, Jahangirabad Surat",Carpet Area,950 sqft,Resale,Ready To Move,9 Out Of 15,Unfurnished,South -West,2 Bhk New Property In Gavrav Path Road Palanpore Surat Luxury Amenities Include Best Property In Surat Good Locality Locationread More,3473.0,₹35.1 Lac 
"3 Bhk Apartment For Sale In Shri Bhakti Dharm Township, Jahangirabad Surat",Super Area,1350 sqft,Resale,Ready To Move,3 Out Of 5,Semi-Furnished,East,3 Bhk Flat For Sell In Palanpur Prime Area.,2741.0,₹37 Lac 
2 Bhk  House For Sale In Dindoli Surat,Carpet Area,760 sqft,New Property,Ready To Move,Ground Out Of 1,Unfurnished,East,"Rera Approved Project With Premium Club Amenities, Banquet Hall, Garden, Gazebo Sitting With Green Lush Garden.Read More",2276.0,₹33 Lac 
"2 Bhk Apartment For Sale In The Capital, Palanpur Surat",Super Area,1120 sqft,New Property,Ready To Move,2 Out Of 2,Unfurnished,East,"This Compact And Affordable 2 Bhk Flat Comes With Modern Conveniences Like A Video Doorbell And Wifi Connectivity. Despite Its Smaller Size, It Offers Comfort And Functionality, Making It A Perfect Choice For Those Seeking Affordability Without Compromising On Modern Amenities. Enjoy The Convenience Of Technology At Your Fingertips In This Cozy Residence.Read More",4151.0,₹46.5 Lac 
"2 Bhk Apartment For Sale In Anand Aspire, Jahangirabad Surat",Super Area,1335 sqft,Unfurnished,Poss. By Dec '25,New Property,Anand Aspire,2,"Multistorey Apartment For Sale In Jahangirabad, Surat. Covered Area Is 1335.0  Sq-Ft. This Property Belongs To ""Anand Aspire"" .Read More",3411.0,₹45.5 Lac 
2 Bhk  House For Sale In Dindoli Surat,Carpet Area,1056 sqft,Semi-Furnished,Poss. By Jun '24,New Property,East,Main Road,Size,4697.5,₹34 Lac 
2 Bhk  House For Sale In Masma Village Surat,Carpet Area,920 sqft,New Property,Poss. By Jun '25,Ground Out Of 1,Unfurnished,East,Best Project Located At Masma Orma Road With 3 Road Corner Project. Best Project With Commercialread More,2229.0,₹20.5 Lac 
2 Bhk Apartment For Sale In Pal Surat,Carpet Area,700 sqft,New Property,Ready To Move,1 Out Of 7,Furnished,South -West,"From Amenities To The Ambience, We Construct To Give Our Clientele Their Desired Standard Of Living. Since Past 34 Years, We Are Striving To Shape The Future Of The Real Estate Industry Brighter, Better And Biggerread More",3700.0,₹43.4 Lac 
2 Bhk Apartment For Sale In Jahangirabad Surat,Carpet Area,645 sqft,New Property,Ready To Move,4 Out Of 13,Unfurnished,East,"The Project Is Located In Jahangirabad,  Is A Residential Project The Project Offers Apartments That Are Thoughtfully Designed, Combining Contemporary Architecture With A Range Of Features To Ensure Comfortable And Modern Living Spaces. The Available Apartment Configurations  Include 1Bhk And 2Bhk Units, Providing Options For Different Family Sizes And Lifestyles.Read More",3087.0,₹36.4 Lac 
